Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
113,4,Aaron Fuller,Washington,WRS,Dallas,17,8,2020-01-15,Washington
114,4,Jabari Zuniga,Florida,EDGE,Pittsburgh,-8,8,2020-01-15,Florida
115,4,Jordan Elliott,Missouri,DL3T,New England (Trade),10,8,2020-01-15,Missouri
116,4,Jordan Mack,Virginia,ILB,LA Rams,5,8,2020-01-15,Virginia
117,4,John Hightower,Boise State,WRF,Philadelphia,-8,8,2020-01-15,Idaho
118,4,McTelvin Agim,Arkansas,DL5T,Buffalo,11,8,2020-01-15,Arkansas
119,4,K.J. Hill,Ohio State,WRF,Baltimore (Trade),-11,8,2020-01-15,Ohio
120,4,Dontavious Jackson,Florida State,ILB,New Orleans,-119,8,2020-01-15,Florida
121,4,Anthony Gordon,Washington State,QB,Minnesota,12,8,2020-01-15,Washington
122,4,Lavert Hill,Michigan,CB,Houston (Trade),-17,8,2020-01-15,Michigan
123,4,Kevin Jarvis,Michigan State,OG,Seattle,0,8,2020-01-15,Michigan
124,4,Michael Ojemudia,Iowa,CB,Baltimore,-16,8,2020-01-15,Iowa
125,4,T.J. McCoy,Louisville,OC,Houston (Trade),1,8,2020-01-15,Kentucky
126,4,Clyde Edwards-Helaire,LSU,RBF,Green Bay,6,8,2020-01-15,Louisiana
127,4,Joe Bachie,Michigan State,ILB,Kansas City,-1,8,2020-01-15,Michigan
128,4,Robert Hunt,Louisiana-Lafayette,OT,Denver (Trade),-21,8,2020-01-15,Louisiana
129,5,Richie Grant,UCF,S,Cincinnati,2,7,2020-01-15,Florida
130,5,Antonio Gandy-Golden,Liberty,WRF,Washington,-8,7,2020-01-15,Virginia
131,5,Dele Harding,Illinois,OLB,Detroit,19,7,2020-01-15,Illinois
132,5,Lloyd Cushenberry,LSU,OC,NY Giants,0,7,2020-01-15,Louisiana
133,5,Devin Duvernay,Texas,WRS,LA Chargers,7,7,2020-01-15,Texas
134,5,Shaquille Quarterman,Miami (FL),ILB,Carolina,-1,7,2020-01-15,Florida
135,5,Lamical Perine,Florida,RBF,Arizona (Trade),2,7,2020-01-15,Florida
136,5,Jonah Jackson,Ohio State,OG,Pittsburgh (Trade),2,7,2020-01-15,Ohio
137,5,Oluwole Betiku,Illinois,EDGE,Buffalo (Trade),1,7,2020-01-15,Illinois
138,5,Kyle Dugger,Lenoir–Rhyne,S,San Francisco (Trade),1,7,2020-01-15,North Carolina
139,5,Antoine Brooks Jr.,Maryland,S,Atlanta,-2,7,2020-01-15,Maryland
140,5,Kylin Hill,Mississippi State,RBC,NY Jets,22,7,2020-01-15,Mississippi
141,5,Denzel Mims,Baylor,WRF,Las Vegas,-3,7,2020-01-15,Texas
142,5,Tyler Huntley,Utah,QB,Indianapolis,67,7,2020-01-15,Utah
143,5,Raequan Williams,Michigan State,DL3T,Tampa Bay,24,7,2020-01-15,Michigan
144,5,Benito Jones,Ole Miss,DL1T,Miami (Trade),-3,7,2020-01-15,Mississippi
145,5,Essang Bassey,Wake Forest,S,Chicago,-19,7,2020-01-15,North Carolina
146,5,Trevon Hill,Miami (FL),EDGE,Dallas,-5,7,2020-01-15,Florida
147,5,D.J. Wonnum,South Carolina,EDGE,Jacksonville (Trade),-10,7,2020-01-15,South Carolina
148,5,Darnay Holmes,UCLA,CB,Philadelphia,6,7,2020-01-15,California
149,5,Reggie Robinson II,Tulsa,CB,Buffalo,3,7,2020-01-15,Oklahoma
150,5,Alton Robinson,Syracuse,EDGE,Philadelphia (Trade),-9,7,2020-01-15,New York
151,5,John Simpson,Clemson,OG,New Orleans,-2,7,2020-01-15,South Carolina
152,5,Terence Steele,Texas Tech,OT,Baltimore (Trade),-18,7,2020-01-15,Texas
153,5,Brendon Hayes,UCF,DL5T,Houston,5,7,2020-01-15,Florida
154,5,James Proche,SMU,WRS,Detroit (Trade),-7,7,2020-01-15,Texas
155,5,Ke'Shawn Vaughn,Vanderbilt,RBF,Baltimore,3,7,2020-01-15,Tennessee
156,5,Luq Barcoo,San Diego State,CB,Tennessee,1,7,2020-01-15,California
157,5,Jared Pinkney,Vanderbilt,TE,Green Bay,-53,7,2020-01-15,Tennessee
158,5,Matt Hennessy,Temple,OC,Kansas City,2,7,2020-01-15,Pennsylvania
159,5,A.J. Dillon,Boston College,RBF,San Francisco,-1,7,2020-01-15,Massachusetts
160,6,Ben Cleveland,Georgia,OG,Cincinnati,-3,6,2020-01-15,Georgia
161,6,Damien Lewis,LSU,OG,Denver (Trade),-10,6,2020-01-15,Louisiana
162,6,Terrell Burgess,Utah,S,Detroit,-10,6,2020-01-15,Utah
163,6,Saahdiq Charles,LSU,OT,NY Giants,-19,6,2020-01-15,Louisiana
164,6,Isaiah Hodgins,Oregon State,WRF,Carolina,-12,6,2020-01-15,Oregon
165,6,Zack Shackelford,Texas,OC,Miami,7,6,2020-01-15,Texas
166,6,Keandre Jones,Maryland,OLB,LA Chargers,12,6,2020-01-15,Maryland
167,6,Levante Bellamy,Western Michigan,RBC,Cleveland (Trade),22,6,2020-01-15,Michigan
168,6,Colby Parkinson,Stanford,TE,Buffalo (Trade),-5,6,2020-01-15,California
169,6,Bryan Edwards,South Carolina,WRF,Jacksonville,-19,6,2020-01-15,South Carolina
170,6,Eno Benjamin,Arizona State,RBF,Philadelphia (Trade),8,6,2020-01-15,Arizona
171,6,Delontae Scott,SMU,EDGE,Indianapolis (Trade),4,6,2020-01-15,Texas
172,6,Cam Brown,Penn State,ILB,Green Bay (Trade),29,6,2020-01-15,Pennsylvania
173,6,Michael Onwenu,Michigan,OG,Indianapolis,-10,6,2020-01-15,Michigan
174,6,Ben Bartch,St. John's,OT,Tampa Bay,-15,6,2020-01-15,Minnesota
175,6,LaDarius Hamilton,North Texas,EDGE,New England (Trade),1,6,2020-01-15,Texas
176,6,Amik Robertson,Louisiana Tech,CB,Chicago,11,6,2020-01-15,Louisiana
177,6,Alohi Gilman,Notre Dame,S,Miami (Trade),-3,6,2020-01-15,Indiana
178,6,Tyler Clark,Georgia,DL1T,Pittsburgh,-27,6,2020-01-15,Georgia
179,6,Jace Whittaker,Arizona,CB,LA Rams,-5,6,2020-01-15,Arizona
180,6,Jonathan Garvin,Miami (FL),EDGE,Chicago (Trade),-7,6,2020-01-15,Florida
181,6,Michael Pinckney,Miami (FL),OLB,Buffalo,3,6,2020-01-15,Florida
182,6,J.R. Reed,Georgia,S,Buffalo (Trade),-8,6,2020-01-15,Georgia
183,6,Stanford Samuels III,Florida State,CB,New Orleans,-21,6,2020-01-15,Florida
184,6,Benning Potoa'e,Washington,DL3T,Minnesota,9,6,2020-01-15,Washington
185,6,Matt Peart,Connecticut,OT,New England (Trade),-37,6,2020-01-15,Connecticut
186,6,Ross Blacklock,TCU,DL3T,Jacksonville (Trade),5,6,2020-01-15,Texas
187,6,Bravvion Roy,Baylor,DL1T,Baltimore,-19,6,2020-01-15,Texas
188,6,Harrison Bryant,Florida Atlantic,TE,Tennessee,-5,6,2020-01-15,Florida
189,6,Akeem Davis-Gaither,Appalachian State,OLB,Green Bay,-9,6,2020-01-15,North Carolina
190,6,Adam Trautman,Dayton,TE,NY Jets (Trade),-38,6,2020-01-15,Ohio
191,6,Jashon Cornell,Ohio State,DL5T,San Francisco,12,6,2020-01-15,Ohio
192,7,Rayshard Ashby,Virginia Tech,ILB,Cincinnati,42,5,2020-01-15,Virginia
193,7,Geno Stone,Iowa,S,Washington,-1,5,2020-01-15,Iowa
194,7,John Molchon,Boise State,OG,San Francisco (Trade),2,5,2020-01-15,Idaho
195,7,Jordan Love,Utah State,QB,Green Bay (Trade),78,5,2020-01-15,Utah
196,7,Simon Stepaniak,Indiana,OG,Minnesota (Trade),0,5,2020-01-15,Indiana
197,7,Jessie Lemonier,Liberty,EDGE,LA Chargers,-20,5,2020-01-15,Virginia
198,7,Julian Blackmon,Utah,S,Carolina,1,5,2020-01-15,Utah
199,7,Luke Campbell,Michigan State,OT,Arizona,-54,5,2020-01-15,Michigan
200,7,Carter Coughlin,Minnesota,OLB,Jacksonville,-1,5,2020-01-15,Minnesota
201,7,Shane Buechele,SMU,QB,Cleveland,24,5,2020-01-15,Texas
202,7,Mustafa Johnson,Colorado,DL3T,Baltimore (Trade),11,5,2020-01-15,Colorado
203,7,Kenny Cooper,Georgia Tech,OC,Las Vegas,17,5,2020-01-15,Georgia
204,7,Khalil Davis,Nebraska,DL1T,Indianapolis,-3,5,2020-01-15,Nebraska
205,7,Trystan Colon-Castillo,Missouri,OC,Atlanta (Trade),-19,5,2020-01-15,Missouri
206,7,Devin Asiasi,UCLA,TE,Washington (Trade),-34,5,2020-01-15,California
207,7,Kellen Mond,Texas A&M,QB,Atlanta,22,5,2020-01-15,Texas
208,7,Carlos Davis,Nebraska,DL3T,Dallas,-17,5,2020-01-15,Nebraska
209,7,Anthony McFarland Jr.,Maryland,RBC,Pittsburgh,43,5,2020-01-15,Maryland
210,7,Quintez Cephus,Wisconsin,WRF,Chicago,10,5,2020-01-15,Wisconsin
211,7,Michael Warren II,Cincinnati,RBF,LA Rams,8,5,2020-01-15,Ohio
212,7,Caleb Huntley,Ball State,RBC,New England (Trade),44,5,2020-01-15,Indiana
213,7,Gabriel Davis,UCF,WRF,Cleveland (Trade),11,5,2020-01-15,Florida
214,7,Gerold Bright,Utah State,RBC,Denver (Trade),45,5,2020-01-15,Utah
215,7,Jahad Woods,Washington State,OLB,NY Giants (Trade),2,5,2020-01-15,Washington
216,7,Levonta Taylor,Florida State,CB,Minnesota,-3,5,2020-01-15,Florida
217,7,Darrion Daniels,Nebraska,DL1T,Houston,3,5,2020-01-15,Nebraska
218,7,Sean Pollard,Clemson,OC,Seattle,-14,5,2020-01-15,South Carolina
219,7,Chauncey Rivers,Mississippi State,DL5T,Green Bay (Trade),20,5,2020-01-15,Mississippi
220,7,Chase Claypool,Notre Dame,WRF,Green Bay (Trade),11,5,2020-01-15,Indiana
221,7,Aaron Robinson,UCF,CB,NY Giants (Trade),-14,5,2020-01-15,Florida
222,7,Tre Walker,San Jose State,WRS,Miami (Trade),-26,5,2020-01-15,California
223,7,Kendrick Rogers,Texas A&M,WRF,San Francisco,-8,5,2020-01-15,Texas
