Pick,Round,Player,School,Position,Team,ReachValue,Points,Date,State
147,5,Larrell Murchison,NC State,DL3T,Cincinnati,+22,7,2020-03-01,North Carolina
148,5,Terence Steele,Texas Tech,OT,Washington,-16,7,2020-03-01,Texas
149,5,Gabriel Davis,UCF,WR,Detroit,+5,7,2020-03-01,Florida
150,5,Jake Hanson,Oregon,OC,NY Giants,+16,7,2020-03-01,Oregon
151,5,McTelvin Agim,Arkansas,DL5T,LA Chargers,+19,7,2020-03-01,Arkansas
152,5,Anthony Gordon,Washington State,QB,Carolina,+45,7,2020-03-01,Washington
153,5,Terrell Burgess,Utah,S,Detroit,+7,7,2020-03-01,Utah
154,5,Raequan Williams,Michigan State,DL3T,Seattle (Trade),+23,7,2020-03-01,Michigan
155,5,Jacob Breeland,Oregon,TE,Buffalo (Trade),-24,7,2020-03-01,Oregon
156,5,Calvin Taylor Jr.,Kentucky,DL5T,San Francisco (Trade),+9,7,2020-03-01,Kentucky
157,5,Jack Driscoll,Auburn,OT,Jacksonville,-24,7,2020-03-01,Alabama
158,5,Alton Robinson,Syracuse,EDGE,NY Jets,-2,7,2020-03-01,New York
159,5,Antonio Gibson,Memphis,WR,Las Vegas,-27,7,2020-03-01,Tennessee
160,5,Saahdiq Charles,LSU,OT,Indianapolis,-25,7,2020-03-01,Louisiana
161,5,Michael Onwenu,Michigan,OG,Tampa Bay,+3,7,2020-03-01,Michigan
162,5,Darius Anderson,TCU,RB,Miami (Trade),+3,7,2020-03-01,Texas
163,5,Michael Ojemudia,Iowa,S,Chicago,+12,7,2020-03-01,Iowa
164,5,Mustafa Johnson,Colorado,DL3T,Dallas,+11,7,2020-03-01,Colorado
165,5,Bravvion Roy,Baylor,DL1T,Jacksonville (Trade),-24,7,2020-03-01,Texas
166,5,Alohi Gilman,Notre Dame,S,Philadelphia,-9,7,2020-03-01,Indiana
167,5,Amik Robertson,Louisiana Tech,CB,Buffalo,+2,7,2020-03-01,Louisiana
168,5,Keith Ismael,San Diego State,OC,Philadelphia (Trade),+29,7,2020-03-01,California
169,5,Keandre Jones,Maryland,OLB,New Orleans,-8,7,2020-03-01,Maryland
170,5,Kamal Martin,Minnesota,ILB,Baltimore (Trade),-80,7,2020-03-01,Minnesota
171,5,Delontae Scott,SMU,EDGE,Houston,+5,7,2020-03-01,Texas
172,5,Michael Divinity Jr.,LSU,OLB,Detroit (Trade),-6,7,2020-03-01,Louisiana
173,5,John Molchon,Boise State,OG,Miami (Trade),-22,7,2020-03-01,Idaho
174,5,Luq Barcoo,San Diego State,CB,Tennessee,+4,7,2020-03-01,California
175,5,Frederick Mauigoa,Washington State,OC,Green Bay,+6,7,2020-03-01,Washington
176,5,Stanford Samuels III,Florida State,CB,San Francisco,-27,7,2020-03-01,Florida
177,5,John Hightower,Boise State,WR,Kansas City,-37,7,2020-03-01,Idaho
178,5,Jon Runyan,Michigan,OG,Denver (Comp),-41,7,2020-03-01,Michigan
179,5,Jabari Zuniga,Florida,EDGE,Dallas (Comp),+6,7,2020-03-01,Florida
180,6,Jordan Mack,Virginia,ILB,Cincinnati,+40,6,2020-03-01,Virginia
181,6,Shaquille Quarterman,Miami (FL),ILB,Denver (Trade),+36,6,2020-03-01,Florida
182,6,Jared Hilbers,Washington,OT,Detroit,-5,6,2020-03-01,Washington
183,6,Jace Whittaker,Arizona,CB,NY Giants,-9,6,2020-03-01,Arizona
184,6,Markus Bailey,Purdue,ILB,Carolina,+8,6,2020-03-01,Indiana
185,6,J.R. Reed,Georgia,S,Miami,+1,6,2020-03-01,Georgia
186,6,Devin Asiasi,UCLA,TE,LA Chargers,-18,6,2020-03-01,California
187,6,Joshua Kelley,UCLA,RBC,Cleveland (Trade),+39,6,2020-03-01,California
188,6,Matt Peart,Connecticut,OT,Buffalo (Trade),-9,6,2020-03-01,Connecticut
189,6,D.J. Wonnum,South Carolina,EDGE,Jacksonville,-21,6,2020-03-01,South Carolina
190,6,Tyler Huntley,Utah,QB,Philadelphia (Trade),+33,6,2020-03-01,Utah
191,6,Sean Pollard,Clemson,OC,NY Jets,+20,6,2020-03-01,South Carolina
192,6,Matt Hennessy,Temple,OC,Green Bay (Trade),-41,6,2020-03-01,Pennsylvania
193,6,Benning Potoa'e,Washington,DL3T,Indianapolis,+10,6,2020-03-01,Washington
194,6,Justin Herron,Wake Forest,OG,Tampa Bay,-81,6,2020-03-01,North Carolina
195,6,Javon Leake,Maryland,RBC,New England (Trade),+34,6,2020-03-01,Maryland
196,6,Francis Bernard,Utah State,ILB,Chicago,+16,6,2020-03-01,Utah
197,6,Isaiah Hodgins,Oregon State,WR,Miami (Trade),+9,6,2020-03-01,Oregon
198,6,Tyler Clark,Georgia,DL1T,Pittsburgh,-22,6,2020-03-01,Georgia
199,6,Jessie Lemonier,Liberty,EDGE,LA Rams,-13,6,2020-03-01,Virginia
200,6,Kalija Lipscomb,Vanderbilt,WR,Chicago (Trade),-5,6,2020-03-01,Tennessee
201,6,Eno Benjamin,Arizona State,RB,Buffalo,+11,6,2020-03-01,Arizona
202,6,LaDarius Hamilton,North Texas,EDGE,Arizona,-14,6,2020-03-01,Texas
203,6,Thaddeus Moss,LSU,TE,New Orleans,-29,6,2020-03-01,Louisiana
204,6,Joe Bachie,Michigan State,ILB,Minnesota,+22,6,2020-03-01,Michigan
205,6,Jashon Cornell,Ohio State,DL5T,New England (Trade),+43,6,2020-03-01,Ohio
206,6,Michael Pinckney,Miami (FL),OLB,Jacksonville (Trade),-5,6,2020-03-01,Florida
207,6,Jonathan Garvin,Miami (FL),EDGE,Buffalo (Trade),-10,6,2020-03-01,Florida
208,6,Jared Pinkney,Vanderbilt,TE,Green Bay (Trade),-57,6,2020-03-01,Tennessee
209,6,Julian Blackmon,Utah,S,Green Bay,+1,6,2020-03-01,Utah
210,6,Jeremy Chinn,Southern Illinois,S,San Francisco,-21,6,2020-03-01,Illinois
211,6,Cam Brown,Penn State,ILB,NY Jets (Trade),+12,6,2020-03-01,Pennsylvania
212,6,Mohamed Barry,Nebraska,ILB,New England (Comp),+5,6,2020-03-01,Nebraska
213,6,Reggie Robinson II,Tulsa,CB,New England (Comp),+4,6,2020-03-01,Oklahoma
214,6,Nate Stanley,Iowa,QB,Seattle (Comp),+20,6,2020-03-01,Iowa
215,7,Scott Frantz,Kansas State,OT,Cincinnati,+2,5,2020-03-01,Kansas
216,7,Essang Bassey,Wake Forest,S,Washington,+1,5,2020-03-01,North Carolina
217,7,Quintez Cephus,Wisconsin,WR,San Francisco (Trade),-1,5,2020-03-01,Wisconsin
218,7,Salvon Ahmed,Washington,RBC,NY Giants,+51,5,2020-03-01,Washington
219,7,DeeJay Dallas,Miami (FL),RB,Minnesota (Trade),+19,5,2020-03-01,Florida
220,7,Justin Strnad,Wake Forest,OLB,LA Chargers,-5,5,2020-03-01,North Carolina
221,7,Geno Stone,Iowa,S,Carolina,-1,5,2020-03-01,Iowa
222,7,Dalton Keene,Virginia Tech,TE,Arizona,-12,5,2020-03-01,Virginia
223,7,Anthony McFarland Jr.,Maryland,RBC,Jacksonville,+37,5,2020-03-01,Maryland
224,7,Benny LeMay,Charlotte,RB,Green Bay (Trade),+22,5,2020-03-01,North Carolina
225,7,Kendall Coleman,Syracuse,EDGE,Baltimore (Trade),-10,5,2020-03-01,New York
226,7,Brendon Hayes,UCF,DL5T,Las Vegas,+52,5,2020-03-01,Florida
227,7,Sean Adesanya,Central Michigan,EDGE,Indianapolis,-16,5,2020-03-01,Michigan
228,7,Khalil Davis,Nebraska,DL1T,Atlanta (Trade),+2,5,2020-03-01,Nebraska
229,7,David Woodward,Utah State,ILB,Washington (Trade),+6,5,2020-03-01,Utah
230,7,Tanner Muse,Clemson,S,Atlanta,-9,5,2020-03-01,South Carolina
231,7,Adam Shuler,Florida,DL5T,Dallas,+25,5,2020-03-01,Florida
232,7,Darrynton Evans,Appalachian State,RBC,Pittsburgh,+41,5,2020-03-01,North Carolina
233,7,Tipa Galeai,Utah State,EDGE,Chicago,-20,5,2020-03-01,Utah
234,7,Tavien Feaster,South Carolina,RBC,LA Rams,+41,5,2020-03-01,South Carolina
235,7,T.J. McCoy,Louisville,OC,New England (Trade),-11,5,2020-03-01,Kentucky
236,7,Josiah Deguara,Cincinnati,TE,Tennessee (Trade),-46,5,2020-03-01,Ohio
237,7,JaMycal Hasty,Baylor,RBC,Denver (Trade),+39,5,2020-03-01,Texas
238,7,Chauncey Rivers,Mississippi State,DL5T,NY Giants (Trade),+37,5,2020-03-01,Mississippi
239,7,Lynn Bowden Jr.,Kentucky,WR,Minnesota,-34,5,2020-03-01,Kentucky
240,7,Darrion Daniels,Nebraska,DL1T,Houston,-11,5,2020-03-01,Nebraska
241,7,Kamren Curl,Arkansas,S,New England (Trade),-6,5,2020-03-01,Arkansas
242,7,Dane Jackson,Pitt,CB,Green Bay (Trade),+12,5,2020-03-01,Pennsylvania
243,7,Bryan Edwards,South Carolina,WR,Tennessee,+22,5,2020-03-01,South Carolina
244,7,Reggie Corbin,Illinois,RB,Cleveland (Trade),+16,5,2020-03-01,Illinois
245,7,Daishawn Dixon,San Diego State,OG,San Francisco,-151,5,2020-03-01,California
246,7,Levonta Taylor,Florida State,CB,Miami (Trade),+9,5,2020-03-01,Florida
247,7,Carlos Davis,Nebraska,DL3T,NY Giants (Comp),+11,5,2020-03-01,Nebraska
248,7,Zack Shackelford,Texas,OC,Houston (Comp),-35,5,2020-03-01,Texas
249,7,James Morgan,Florida International,QB,Houston (Comp),+11,5,2020-03-01,Florida
250,7,Carter Coughlin,Minnesota,OLB,Miami (Comp),-4,5,2020-03-01,Minnesota
251,7,Michael Warren II,Cincinnati,RB,Denver (Comp),-1,5,2020-03-01,Ohio
252,7,Jake Luton,Oregon State,QB,Minnesota (Comp),-70,5,2020-03-01,Oregon
253,7,Alex Taylor,South Carolina State,OT,Minnesota (Comp),-19,5,2020-03-01,South Carolina
254,7,Shea Patterson,Michigan,QB,Denver (Comp),-15,5,2020-03-01,Michigan
255,7,Jeremiah Dinson,Auburn,S,NY Giants (Comp),+7,5,2020-03-01,Alabama
